food	service	text
2	1	были там впервые, 25.03. обслуживание не понравилось категорически. официант с трясущимися руками дважды проливал блюдо из тарелок на стол. к заказанным мидиям не подали картошку-фри (хотя из меню следует, что она прилагается к каждой порции), даже не сочтя нужным объяснить причину. на прямой вопрос без всяких извинений был дан нелепый ответ: "картошку всю съели вчера". затем, когда все уже было съедено, а пиво почти выпито, картошку все же принесли. если так можно сказать о жалких пяти ломтиках картошки на блюдце. причем, мидий было заказано три порции, а картошка была лишь одна. на обоснованное возмущение официант кирилл заявил, что картошка полагается лишь к одной порции, а "все остальные вопросы к составителям меню". в довершение всего еще и книгу жалоб принесли без ручки или карандаша. как будто мы попросили ее для чтения. в общем, самые неприятные впечатления от посещения этого места. более туда ни ногой.
1	3	Сегодня изменили любимым и привычным ресторанам, т.к. давно ДиН привлекал своим интерьером... Интерьеру поставлю твердую 5-ку, в реальности даже лучше чем на фотографиях, все очень стильно за исключением некоторых моментов, которые стоило предусмотреть) НО люди, КАК ТАМ МОЖНО ЕСТЬ??????????? Я не верю что кому-то там может нравится еда.... Так испортить элементарные блюда!!!! Взглянув на столовые приборы, несмотря на весь антураж зала, у меня закралась мысль о сходстве с дешевым кафе... ну и правда их стоимость бросается в глаза. Ну и далее по списку.. (списку меню)))) Рецепт Цезаря в этом заведении они не знают в принципе... Если любите руколу (!) закажите именно Цезарь)))) Ризотто - это просто рисовая каша с отдельно сваренными в воде "морепродуктами", с потертым на терке сыром. Мидии с хрустящей солью это вообще отдельная тема.... В общем мы с подругой были в ужасе. И видимо не только мы, т.к. в ПЯТНИЦУ ВЕЧЕРОМ ТАМ СИДЕЛИ ТОЛЬКО МЫ :))) Вот такой чудесный ресторан)
1	5	Вчера вечером мы с мужем и сыном решили посетить ресторан "Евразия" на пр.Юрия Гагарина. В ресторане было пусто, обслужили нас довольно таки быстро, ждать пришлось около 20-25 минут, что для Евразии является рекордом, обычно можно было ожидать свой заказ часами. Мы ужинали не в часы каких-либо акций, а в обычное время, но почему роллы были такие крохотные??? Суши-гункан были отвратительного качества, нори засохший напрочь, так, что даже сворачивался с трудом, и как только было не стыдно подавать такое безобразие клиентам. На мое замечание по качеству суши, официант унес его за стойку, повар только лишь повернул их другой стороной, а по сути все оставил как и было. Запеченные мидии тоже не порадовали - соуса они явно жалеют, мидии тосковали в раковине в "капле" соуса. Роллы, как я уже писала ранее, были микроскопические, и те, умудрялись разваливаться. Довершением всего стало количество васаби и имбиря!!!!!!!!! Это что, как икра заморская баклажанная?!!!! Мы сделали заказ на сумму более 2000 руб., а имбиря с васаби получили по 1 крохотной порции на человека!!!!!!! Мы несколько лет не ходили в Евразию, именно из-за отвратительного качества подачи блюд, раньше нам там очень нравилось, часто посещали ресторан на Московском шоссе, там хоть и не так уютно как на пр.Ю.Гагарина, но зато готовили лучше, на пр.Ю.Гагарина рис готовили отвратительно, он даже не мог пропитаться соусом. НО после того, как нам подали запеченные роллы с мидиями, практически без мидий, тут мы поняли, что нам не по пути. Но вчера мы решили проверить, может быть появилась тенденция к улучшению, ан нет, все стало только хуже.
1	5	Решили хорошо провести субботний вечер. Пришли в ресторан, от цен не соответствующих качеству и количеству(имею ввиду порцию,которая размазывается по тарелке) были в шоке. Цены просто запредельные для такой еды. Если назвались рестораном,соответствуйте....Стыдно должно быть. Думаю,что в Мюнхене вы такого себе не позволяете... Да в приличном кафе еда на порядки лучшего вида и качества. Единственное,что спасло наше настроение это музыканты. Спасибо им огромное,получили огромное удовольствие от их живой музыки,благодаря им вечер был спасен,навеселились и натанцевались от души. БРАВО МУЗЫКАНТАМ!!! Музыку играют на любой вкус.Молодцы! Если и придем в ресторан,то только чтобы послушать ребят и "оторваться" на танцполе ,ну и выпить бокал пива,оно более менее приличное.А поедим в другом месте...
1	1	отдыхали в субботу в семьей-"отдохнули"...... заказ ждали больше 35 минут . В результате - все холодное и не вкусное!!! После того ,как после наших претензий вышла директор, чтобы уладить конфликт , настроение еще больше ухудшилось..!! Нам пытались доказать, что если вам не нравится -это ваши проблемы и у вас плохой вкус. Соответствие цены и качества - ужасное!! ресторан загибается и новые директора , ничего не понимающие в ресторанном бизнесе , делают еще хуже . С клиентом спорить никогда нельзя !! Клиент всегда прав,так как он платит деньги....
0	1	Такого хамства я давно уже не видела.25,12,08-у падруги там праздновали свадьбу!!!!Банкет был на25челове ,стол на 1 человека 2100руб.И на сколько проф.-но надо было все сделать ,что бы люди не усевали есть.У них все из под носа уносили...,А когда уже стали возмущ.,то персанал ответил-что мало было заказано,а все что они унисли уже в мусоре.И жених дозаказывал еду ,горячее,что бы столы не были пустыми.Мы все в шоке.Все понятно КРИЗИС,НО так наглеть это уже ХАМСТВО!Пользуються моментом ,что у людей праздник -и скандалить не будут.И в конце-тамада Татьяна-это училка 1-х классов....Я МОГУ СКАЗАТЬ ОНА ВЕСЬ ПРАЗДНИК ИСПОРТИЛА-не вела столы,не держала паузы,не было ни одного конкурса,сидела бухала за своим столом,а когда ее звали она вспоминала о свадьбе и тыкала в гостей микрофон для тоста и сразу по четыре человека друг за другам и ухадила к сцене за свой стол.Может у них в (ресторане) такой договор одна все по быстрому на паевает а другие еду уносят(на утро на бизнес-ланчи)-бизнес.Для понятия трагизма скажу.Банкет начелся в 16часов, даже к 21-00,даже к22-00.наша тамада не вспомнила ,что надо резать торт и бросать букет...УЖАС так ,что могу вам дать совет--не празнавать там даты,праздники, и не брать местного тамаду Татьяну.ПОВЕРЬТЕ если бы сама не видела ,что там творят не поверила бы.Не портите себе жизнь-просто стыд .!!!!!!!!!!!
1	10	В декабре 2007 года мы пошли в данный ресторан вдвоем с мужем.В этот ресторан мы собирались давно,еврейскую кухню никогда до этого не пробывали и с интересом прошли в семь сорок.Впечатление о ресторане в плане сервиса и обстановки сложилось хорошее.Играла приятная тихая музыка,потом два музыканта стали играть на фортепьяно и скрипке.Атмосфера романтичная и спокойная.Приятный молодой человек учтиво обслужил наш столик.Начало вечера распологало к приятному времяпрепровождению,но "вечер перестал быть томным",когда принесли ужин. Блюда были не просто не вкусные,они были "не какие".Фаршрованная куриная шейка вкусом напоминала ливерную колбасу,а стоила намного дороже,чем колбаса.Салат из копченой куры вообще был странный.Мясное горячее ассорти было безвкусным,а "шедевр" в виде потрохов из утки с пюре, вообще вкусом напоминал питание в школьной столовой.За все это питание мы оставили примерно 2000,00 руб. ,но удовольствия от ужина не получили,я расстроилась,но муж меня утешил,сказав,что негативный опыт- тоже опыт.
0	9	Вчера в очередной раз посетили Мамалыгу на Энгельса. Были с друзьями - они здесь впервые. До сих пор были исключительно положительные ощущения от посещений, но вчера нас неприятно удивили. Один из друзей заказал шашлык из молодого ягненка - принесли шашлык из свинины. Сказали официанту об ошибке, тот после уточнения у поваров сообщил, что ошибки нет - это ягненок и повар сейчас специально приготовит кусок свиного шашлыка. Так и сделали. Результат ожидаемый - оба шашлыка из свинины. И даже после этого менеджер (приятная улыбчивая девушка) не признала ошибки настаивая, что это ягненок - забавное зрелище. Весьма и весьма странная ситуация для Гинзы. Можно годами создавать положительный имидж компании и вот таким незатейливым способом в момент с ним расстаться. Не хочется делать здесь преждевременных выводов, однако ситуация достаточно прозрачна для меня. Надеюсь и руководство компании сделает выводы и "предприимчивых" сотрудников ата-та) В общем, друзья, не теряйте бдительности)) з.ы.: справедливости ради отмечу, что все блюда были очень хорошо приготовлены и вкусны... и СВИНОЙ шашлык тоже)
0	1	Крайне раздосадован качеством сервиса в новом ресторане сети на Ленсовета 86, хотя раньше проблем с Евразией не возникало никогда, но сегодня более 10 минут прождали, чтобы нам просто принесли меню (мимо официанты успели пробежать раз 7). Вот и остаётся удивляться: то ли новая команда официантов ещё не вымуштрована, то ли (что похоже по другим отзывам) вся сети приходит в упадок, что не приятно — раньше радовали. В любом случае, в этот ресторан никому не рекомендую ходить…
2	6	Из 4-х заказанных стейков NewYork три еще как-то были похожи на стейки, 4-й был тоненьким кусочком мяса (10-12 мм толщиной) и большими краями жира. После удаления последнего остался жалкий кусочек грамм на 100. На вкус этот "шедевр" напоминал вареное мясо. Для сравнения "Бешенный Джо" с цеником вдвое меньше NewYork был и по виду и на вкус гораздо лучше....
1	1	Принесли прокисшее пиво, так себе вино и мороженое, впитавшее все запахи холодильника. "Забыли" сделать скидку при оплате с дисконтной картой. При таком количестве итальянских заведений на ПС могли бы прилагать побольше усилий для поддержания уровня.
2	4	Все. Евразия закончилась. Для меня, по крайней мере. Вам тоже не рекомендую. Это не настолько дешево, чтобы быть настолько невкусным. За те же деньги (средний чек - 700 руб. на человека) купите баночку икры и съешьте вприкуску с сушеными водорослями и рисом. И то - вкуснее. Интерьер на пр. Ветеранов - да, хороший. Но смысл сидеть в этом полузамке и по полчаса жать на кнопку "вызвать официанта", в мечтах надеясь, что от каждого нажатия его бьет током на 220 В? Нет, Евразия закончилась - закончилась, по всей видимости, там, где началась бестолковая франшизная политика. Ел там много раз в прошлом, но теперь - мои поклоны, ариведерчи.
0	1	Выбор на это кафе пал случайно, искали место пообедать, привлекло название. Салат Цезарь, жульен и яблочный киш оказались очень вкусными, а вот глинтвейн и обслуживание меня не порадовали. Глинтвейн я пить отказалась, на что бармен и официантка негативно отреагировали (и в целом были ленивы и неприветливы). Я не хамила, просто сказала, что глинтвейн не должен быть таким горьким, как будто я ем острый перец, сильно зажгло горло при чем после первого глотка, и это не от тем-ры, а именно от огненной горечи(( я ждала пока мне хоть что-то предложат, а они молчали, пришлось просто самой попросить мне сенчи принести. Ну ведь должны были девушки корректно поинтересоваться, что именно меня не устраивает, узнать могут ли они как-то исправиться, предложили бы другой напиток, должны знать, что делать в таких ситуациях. Расстроило меня в итоге больше именно нежелание работниц кафе с гостем договориться, чем неудачный напиток.
1	1	Увы, это не китайский ресторан! Хоть на вывеске данного заведения и значится "китайская Азия". В названиях блюд хоть и есть претензия на кухню Китая, но свинина, курица и все, что мы заказывали в этом "ресторане", было полито каким-то гадким соусом, похожим на кетчуп, разбавленный водой, еще с привкусом уксуса, а в китайской кухне как раз самое вкусное - этот кисло-сладкий соус. Стандартного темного риса с овощами и креветками мы там не нашли. Зато есть отличный рис (крохотная порция!)-один с какими-то малюсенькими креветочками, которых еле можно разглядеть, другой-типа с овощами-а на деле- с кукурузой и еще вроде с огурцом-причем овощи какие-то темноватые- то ли поджаренные, то ли подпорченные. А подозрение на это возникло после того, как попробовали наше ранее самое любимое блюдо - свинину с ананасами в кисло-сладком соусе, с овощами, которые были подпорчены (помидоры и огурцы). Короче, гадость. Ходили туда в мартовские праздники. Заказывали свинину, курицу с ананасами в "кисло-сладком соусе"- все принесли политое кетчупом. Единственное, что более менее было съедобно, это курица с чесночным вкусом и угорь жареный с бамбуком и грибами. Еще заказывали баклажаны в кляре, начиненные мясом, так начинка у них была какая-то странная-ни рыба, ни мясо. Хотя тесто ничего себе так. Обслуживание нормальное, правда приносят все как-то странно-сначала почти все горячее, потом, когда оно все уже хорошенько остыло-гарнир. Еще один минус данного заведения: заказывали литр зеленого чая, принесли теплую водичку, в которой плавало несколько чаинок...
0	1	Заехали с женой в выходной день по дороге из Приозерска согреться и перекусить (были очень голодны и замёрзли). В ресторане помимо нас, ПЫТАЛАСЬ также поесть небольшая компания молодёжи из шести человек. К моменту нашего прихода, как выяснилось позже, они уже сидели около получаса в ожидании своего заказа. Официантка подошла быстро, приняла заказ, который состоял из солянки, хлеба, салата и шашлыка из свинины. Из напитков - 100 г водки, томатный сок. Спустя 25(!) минут нам принесли хлеб, водку и сок. Тем временем, мы познакомились с компанией, сидящей в ожидании своего заказа (тоже весьма незатейливого). В течение этого времени официантка периодически требовала показать ей, работает ли пульт от телевизора, лежащего на столе у этой компании, дабы они не утащили с собой из него батарейки!!! Через 55 минут она принесла заказ для компании, а к нам не подошла вовсе. В итоге, их время ожидания заказа составило 1,5 часа при не самых низких ценах и весьма условном сервисе. Мы попросили нас рассчитать, сказав, что отказываемся от нашего заказа, так как за это время можно было сварить солянку, нарезать салат и пожарить мясо, не то, что даже разогреть всё это. Она ничуть не расстроилась по этому поводу, а, похоже, даже была рада, что не придётся никого обслуживать. Видно, даже и не начинали ещё готовить. Чек на 210 рублей выписала от руки. На чай не оставили ни копейки, учитывая всё вышеизложенное. Очень хотелось бы посмотреть на хозяина сего заведения. Ни за что больше не пойдём туда. К слову сказать, почти напротив (метрах в пятидесяти через дорогу) находится весьма невзрачное кафе, где практически совдеповский интерьер и, видимо, единственная официантка-повар-кассир. Вполне вкусный ассортимент и быстрое обслуживание. Удручает только вид придорожной забегаловки. Но там за 20 минут мы поели шурпу, лагман, салат и пельмени, выпили горячий чай с пирожками. А цена обеда оказалась около 600 рублей на двоих. Так что если хочется просто перекусить (без высоких запросов на сервис и интерьер) - сделайте правильный выбор.
1	0	ужасные впечатления. заказали блины в офис на масленицу..привезли все холодное!! блины с семгой и белым соусом..соуса нет вообще, блины сухие, тоже самое могу сказать про буженину, про сыр, и про паштет. такое чувство что пекли с вечера. вообщем совершенно не понравилось.
2	1	Были 30 сентября 2010 года. Заказали жареную картошку с грибами. Принесли вареную и слегка обжареную. Мы ее вернули. Обратно нам принесли таку-же только более поджареную. С пивом явная непонятка - такое ощущение, что его крепят водкой. Апофеоз - официант попросил нас уйти пораньше, так как уже пришли новые клиенты на наш столик. И это при том, что столик мы бронировали заранее и о времени ухода не сообщали.
1	2	22.11.10, после прекрасной дегустации шампанского Taittinger, мы с моей коллегой решили зайти в столь заманчивое место как Чили Пицца, скажу как можно короче, интерьер помещения неплох, за те деньги которые они просят в меню, достаточно цивильно, НО… кухня оставляет желать лучшего. Деловых людей, которых достаточно в нашем прекрасном городе, конечно же нужно где-то кормить. 1) оказалось, что в ресторане не было отдельного меню бизнес - ланча (терпимо) 2) Официант пришел с небольшим блокнотом и перечислил, что имеется в наличии данного заведения на данный момент. Заказ был сделан…. 3) после недолгого времени нам было заявлено, что данный продукт (лазанья) у них закончился, официант предложил Гречку с сосисками или шницель с картошкой фри…. (Приятно, правда, когда заказываешь что-то интересное, а тебе потом предлагают то, чем официанты питаются бесплатно.) 4) Перед заказом, официант убедил нас в том, что еда у них вкусная, мы это запомнили… Соглашусь с первым блюдом, солянка была хороша! (Слава Богу, что наши «рестораны», довольно-таки часто научились делать жидкость с ингредиентами приятной к употреблению). Конечно же, Шницель с картошкой подкачал, сухая, безжизненная лепёшка мясного состава была "ничего", картошка все спасала (ещё бы). 5) В заключении всей трапезы меня обрадовал ещё один нюанс, во всём ресторане не оказалось чая… Это был предел моему терпению. Граждане Гурманы, нужно задуматься над тем, куда мы вкладываем свои деньги, даже если их много… Спасибо.
0	5	Negativa@?????? Святое дело. Сдал пилу на ТО,а в соседях ентот бар.... Экстерьер: пыльная Кадетская Интерьер: в целом весело. Особенно голая и затертая в хлам фанера на полу. Обалдел увидев свой мафон на подоконнике Персонале: пустой зал,одна девушка. Одинокий кусочек сахара-рафинада лежал на фанере. Когда уходили он все так же лежал. Пепелка не сменилась,за приборами ходил сам,остальное нормально. Ничего не спрашивали,но что-то предлагала. В заказ: Миноги. Как давно я не ел сих червячков. Масенькая порцайка,наверно нет и половины червяка. Вкусная капуста шайбочкой и никакой лук. Никогда не думал что горчичка(не в курсе какая... дижонская?) может так славно дополнять червяка. Вкусно. Леффе-леффе Морс- неплох,бывало и лучше Баранина фермерская с овощами. Вот тут то и случилась неприятность. Даже не с ценой(670) за 4 кусочка. Фермерская жеж))) Она была абсолютно сухой. Первый кусок я проглотил с голодухи и закусил вкусными овощами-проскочило. Второй кусман застрял в горле и пропихнулся пивом. Посмотрев на третий в недоумении и вспомнив о баранине в СУС,предложил на пробу даме. Сухенько- отметила она. Возмущаться не стал. Я ведь нифига не разбираюсь в фермерской продукции,может так и надо. Мелкими кусочками и постоянно запивая,я не оставил ни кусочка драгоценной фермерской продукции на тарелке. Остался вопрос только: то ли она бесподобна и я откровенно туп,то ли ...... Прочел старый отзыв К.Б, остался в непонятке. Потому оценку и не ставлю ХК- коврижки магазинные,не включены в счет Лук на тарелке с бараниной -от миног)))
1	5	Спешу поделиться своими впечатлениями о Вашем ресторане. Подыскивая ресторан для проведения свадьбы, мы просмотрели в интернете кучу вариантов. Хотели найти светлый, тёплый и уютный интерьер. Приглянулся ресторан Дача. Решили поехать попробовать чем кормят. Начало был приятным: нас встретил очень приветливый гардеробщик, предупредил чтобы мы были аккуратнее с гардеробными номерками и пожелал нам приятно отобедать. Прошли, сели за столик. Девушка официант вынесла нам меню. Мы решили попробовать те блюда, которые есть в банкетном предложении- 2 салата и шашлыки. При пустом зале салаты готовились минут 20 минимум, при этом оказались абсолютно неинтересными. А вот здесь начинается самое интересное... Нам принесли "ШАШЛЫКИ" :) Говорят, что куриный шашлык испортить невозможно, НО в ресторане Дача всё невозможное возможно!!! Такое ощущение что бедную курочку три дня мариновали в чистом лимонном соке... Но у него был хотя бы какой-то вкус, в отличии от свиного шашлыка, который отдалённо напоминал туалетную бумагу... У которого не было ни вкуса, ни запаха. А между прочим он стоит 450 рублей! Мораль сей басни такова: не поскупитесь, наймите приличного шеф-повара, чтобы он научил ваших поваров готовить ЕДУ.
0	0	Была прошлой зимой в Лейкин-клубе. Получила огромное удовольствие!!! Замечательные актеры, фейерверк позитива, замечательное настроение.До сих пор вспоминаю с удовольствием.
0	1	Уважаемые любители пива и всего что к нему прилагается. Я лично в компании друзей посетила этот самый ирландский паб на пр. Большевиков д.3 «Tir na nog» Вот если хотите испортить себе вечер и настроение приходите туда. Давненько я такого не встречала. Пробыли мы там, около 30 мин и немедля удалились. Такого свинского отношения к посетителям надо еще поискать. А началось все с того, как к нашему столику подошел молодой человек (возраст около 25, наголо брит) принять заказ (кстати ценник там не малый самое дешевое пиво 180 руб хайнекен) и вот он спрашивает: «Ну, чё ТЫ будешь пить … ТЫ выбрал уже … давай заказывай» К нему подошли еще двое и вся эта троица, нависая над столом и упершись на него принимала заказ. Тут мой друг спросил а почему собственно «НА ТЫ», на что этот лысый отвечает «Тебе что-то не нравится, ты не выпендривайся, тут мы хозяева этого бара и мы устанавливаем правила, если не устраивает вали от сюда» далее завязалась перепалка, в итоге они ушли и принесли пиво тем кто успел назвать свой выбор. Мы попросили администратора, и к нам подошел такой же парень только в кепочке, крутя на пальцах зажигалку, ткнул пальцем в плечо моего друга и сказал «Ты, один, иди сюда». Они отошли на пару метров от столика, поговорили. Выяснилось, что это мы неправильно разговариваем и наезжаем на ребят (причем оказывается они и официанты и бармены и типа хозяева, по их словам) Этот админ предложил моему другу выйти на улицу и там по мужски решить проблему. Конечно, никто никуда не пошел, мы расплатились и ушли. Вечер испорчен, настроение тоже. Мне вот интересно, эти молодые люди в разговоре говорили о БАРе, хотя вывеска гласит о ПАБе??? Видимо для них нет разницы между баром и пабом. А то, что к посетителям нужно обращаться «НА ВЫ» эти официанты они же хозяева, не знают (я уже не говорю о разнице в возрасте, и банальной вежливости, про этикет вообще молчу). Вот так.
1	1	Очередная ГОП-сеть, для ГОП-посетителей, с ГОП-работниками... Администраторы тупы и не понимают ответственности своей работы, официантам вообще плевать на обслуживание... я прождал 1 час до своего суши... ЕДА ОТВРАТНАЯ... видимо везут с Кондратьевского... вобщем все ужасно... а тем кто считает это место пафосным, советую сходить в Гинно Таки... или Сёгун с Гинзой, чтобы понять, что суши дожны быть живыми...
0	0	Подскажите пожалуйста, открыт ли этот паб сейчас? Не могу найти их сайт в интернете..
2	3	Обедали экскурсионной группой (8 человек) в период пребывания в Санкт-Петербурге с 10.06.12 - 12.06.12 г. Данный отзыв является единогласным мнением всех участников так называемых ОБЕДОВ! То, что нам подавали НЕ СООТВЕТСТВУЕТ туристическому меню, расположенному на сайте ресторана! Начну по-порядку: в первый день наш обед был достаточно поздним (19.00), салат из овощей уже успел постоять на столе часа 3-4, весь заветрился, да еще в его состав входила китайская капуста, которая имеет свойство горчить, если долго стоит! Зато первое блюда было видимо не совсем готово, ждали долго. Но ГВОЗДЕМ ПРОГРАММЫ был чай и выпечка!!! Принесли покупной рулет, который уже вообще никто в магазине не покупает, а уж в ресторане точно не подают под вывеской "БУЛКА, ПИРОГ, БУЛКА С БРУСНИКОЙ И Т.Д." О заявленной в меню минеральной воде и кофе даже не мечтали, зато откуда-то появился гарнир "гречка"! А вот и ЧАЙ принесли!!! Сначала принесли один чайник, про второй забыли. 5 человек уже попили чай, остальные ждали...А когда нас смутил цвет и вкус напитка, мы увидели, что в ЛИТРОВОМ чайнике 1 ПАКЕТ ЧАЯ! Мы такого еще не видели! Второй день: принесли первое блюдо в большой глиняной посуде (кстати в этом ресторане ГОСТИ САМИ РАЗЛИВАЮТ СЕБЕ СУП). Разлили в тарелки, которые по размеру для салатов (очень маленькие), хотели налить порцию еще одному туристу, который отлучился на 5 минут, но кастрюльку УЖЕ УНЕСЛИ! В итоге мы пообедали в другом ресторане около Московского вокзала "Щелкунчик", где обслуживают быстро, все свежее, горячее, выпечка тает во рту! Желаем всем туристам приятных впечатлений в прекрасном городе! Пусть такие заведения не испортят Вам впечатление о городе!
2	2	Ужасное место! Летают мухи, в меню вечно ничего нет, про бизнес-ланчи уже все сказали, когда заходишь, частенько тебя встречают жопой! Официантам и барменам не до посетителей, они заняты своими телефонами!
1	1	Как я понимаю, ресторан "Две палочки" сильно разнится по обслуживанию в зависимости от местоположения. И это в глазах потребителя - минус, потому что сама суть сети - в том, что ты, будучи уверен в бренде, спокойно ждешь определенного уровня сервиса. Собственно, так и создана нормальная сеть - тот же "Макдональдс", к примеру. Не то у нас. Недвано зашла в ДП на Большом Петроградки. Да, была одна, хотелось перекусить. Не криминал, правда? Села за самый неудобный столик. Ресторан заполнен, но этот столик пуст. Жду. Подходит девушка - вы, типа, зачем? Поесть (а зачем бы я еще пришла? на бомжа, сразу скажу, не похожа). Ушла. Поскольку я сижу рядом с линией выдачи блюд, наблюдая, как ребятки резвятся друг с другом (официанты, я имею в виду). Одеты в красные футболке с, типа, остроумными надписями на спинах. Читаю одну "Каждый имеет право на тупость, но некоторые им злоупотребляют". Однако, думаю. На спине у официанта...который, простите, ей к посетителям поворачивается после , выражаясь пафосно, заключения сделки...я представила себя в деловом костюме с эдакой игривой надписью...интересно, владелец в курсе?тот, кто "вложит в развитие 28 млн зеленых до конца года, если верить ДП? Ну, ладно. Подходит мальчик. Тут меня уже, откровенно говоря, дернуло на провокацию. А мне говорю, одни суши с огурцом и пива. Ой, сказал мальчик, у нас так доооолго этого ждать. На чем я с ним и распрощалась, поскольку иного ответа не ждала))) Соответственно оценить прелести данной кухни не в состоянии. А вот на Большевиков я не раз ела в ДП, и все было хорошо...
